name,brand,cpu_name,cpu_brand,cpu_core_num,cpu_thread_num,gpu,Intel_gpu,AMD_gpu,NVIDIA_gpu,weight,battery,monitor_size,monitor_resolution_x,monitor_resolution_y,monitor_panel,monitor_display,monitor_torch_screen,monitor_blue_light_filter,monitor_LED_backlit,monitor_anti_glare,monitor_sRGB,monitor_refresh_rate,connection_type_c,connection_usb_a,connection_thunderbolt,ram_capacity,ram_type,ram_speed,HDD_capacity,SSD_capacity,price
MSI GP76 Leopard (Intel Gen 11) (280VN),MSI,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,2.9,65.0,17.3,1920.0,1080.0,IPS,Matte,1,0,0,0,,144.0,0.0,3.0,0,16.0,DDR4,3200.0,0.0,1024.0,52990000.0
Apple Macbook Pro 14 (Apple M1),Apple,Apple M1 Pro,Apple,10.0,,Apple GPU,0.0,0.0,0.0,1.6,,14.2,3024.0,1964.0,,,0,0,0,0,100.0,120.0,3.0,0.0,0,32.0,,,0.0,512.0,53990000.0
Apple Macbook Pro 16 (Apple M1) Nhập khẩu,Apple,Apple M1 Pro,Apple,10.0,,Apple GPU,0.0,0.0,0.0,,,16.0,3456.0,2234.0,Retina,Glossy,0,0,0,0,,120.0,3.0,0.0,0,16.0,,,0.0,512.0,54990000.0
Dell Alienware m15 R7,Dell,Intel® Core i7-12700H,Intel,14.0,20.0,NVIDIA® GeForce RTX™ 3060,0.0,0.0,1.0,2.69,86.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,165.0,1.0,3.0,1,16.0,,4800.0,0.0,512.0,54990000.0
Lenovo ThinkPad P1 Gen 4 (Intel),Lenovo,Core i7-11850H,Intel,8.0,16.0,"Intel UHD Graphics, Nvidia Quadro T1200M",1.0,0.0,0.0,1.81,90.0,16.0,2560.0,1600.0,IPS,,0,0,0,0,100.0,,2.0,2.0,1,16.0,,3200.0,0.0,512.0,54990000.0
Apple Macbook Pro 16 (Apple M1) (MK1F3SA/A),Apple,Apple M1 Pro,Apple,10.0,,Apple GPU,0.0,0.0,0.0,2.1,100.0,16.2,3456.0,2234.0,,,0,0,0,0,100.0,120.0,3.0,0.0,0,16.0,,,0.0,1024.0,55990000.0
Lenovo Legion Slim 7i,Lenovo,Intel Core i7-10870H,Intel,8.0,16.0,NVIDIA®GeForce®GTX 1660 Ti with Max-Q,0.0,0.0,1.0,1.8,71.0,15.6,1920.0,1080.0,WVA,,0,0,0,1,100.0,144.0,2.0,2.0,0,32.0,DDR4,3200.0,0.0,1024.0,56990000.0
ASUS Zenbook Pro 14 Duo OLED (UX8402ZE-M3044W),Asus,Intel Core i7-12700H,Intel,14.0,20.0,NVIDIA® GeForce® RTX™ 3050 Ti,0.0,0.0,1.0,1.75,76.0,14.5,2880.0,1800.0,OLED,,1,0,0,0,100.0,120.0,2.0,1.0,1,16.0,LPDDR5,4800.0,0.0,1024.0,56990000.0
HP Envy 17 (Intel Gen 12th),HP,Intel Core i7-1260P,Intel,12.0,16.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,2.4,55.0,17.3,1920.0,1080.0,IPS,,0,0,0,0,,,2.0,3.0,1,16.0,DDR4,3200.0,0.0,512.0,59000000.0
ThinkBook 13s Gen 3 (AMD),Other,AMD Ryzen 7 5800U,AMD,,,AMD Radeon Graphic,0.0,1.0,0.0,,56.0,,2560.0,1600.0,,,0,0,0,0,100.0,,1.0,2.0,0,16.0,LPDDR4x,4266.0,0.0,1024.0,59000000.0
GIGABYTE AERO 16 XE (Intel gen 12) (XE5-73VN938AH),GIGABYTE,Intel Core i7-12700H,Intel,14.0,20.0,"Iris® Xe Graphics eligible, GeForce RTX™ 3070 Ti",0.0,0.0,1.0,2.3,99.0,16.0,3840.0,2400.0,AMOLED,,0,0,0,0,100.0,90.0,2.0,0.0,1,16.0,DDR5,4800.0,0.0,2048.0,59990000.0
MSI GE66 Raider (Intel Gen 11) (210VN),MSI,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,2.38,100.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,300.0,2.0,3.0,1,16.0,DDR4,3200.0,0.0,2048.0,59990000.0
Dell Precision 5470 (Intel Gen 12th),Dell,Intel Core i5-12500H,Intel,12.0,16.0,"Iris Xe Graphics, NVIDIA RTX A1000",0.0,0.0,1.0,,,14.0,1920.0,1200.0,IPS,,0,0,0,1,100.0,60.0,4.0,0.0,0,8.0,,5200.0,0.0,256.0,59990000.0
Razer Blade 14 (Intel 12th) (Blade142201NS),Razer,Intel 12th,Intel,6.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,,,14.0,2560.0,1440.0,IPS,,0,0,0,0,100.0,144.0,2.0,2.0,1,16.0,DDR4,,0.0,512.0,59990000.0
GIGABYTE AORUS 15P Gaming Laptop (YD-73S1224GH),GIGABYTE,Intel Core i7 11800H,Intel,8.0,16.0,"Intel UHD Tiger Lake, NVIDIA GeForce RTX 3080",1.0,0.0,1.0,2.2,99.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,240.0,1.0,3.0,1,16.0,DDR4,3200.0,0.0,1024.0,59990000.0
GIGABYTE AERO 15 OLED (XD-73S1624GH),GIGABYTE,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD Tiger Lake,1.0,0.0,0.0,2.0,99.0,15.6,3840.0,2160.0,OLED,Glossy,1,0,0,0,,60.0,1.0,3.0,1,16.0,DDR4,3200.0,0.0,1024.0,59990000.0
Razer Blade 14 AMD (RZ09-0370BEA3-R3U1),Razer,AMD Ryzen 9 5900HX,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia Geforce RTX3070",0.0,1.0,0.0,1.78,62.0,14.0,2560.0,1440.0,IPS,Matte,1,0,0,0,,165.0,2.0,2.0,0,16.0,DDR4,3200.0,0.0,1024.0,59990000.0
Dell Alienware M15 R6 (Chính hãng) (P109F001BBL),Dell,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD Graphics, Geforce RTX 3060",1.0,0.0,0.0,2.69,86.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,,165.0,1.0,3.0,1,32.0,DDR4,3200.0,0.0,1024.0,61990000.0
ASUS Gaming ROG Strix G17 (Ryzen 6000 Series) (G713RW-LL012W),Asus,AMD AMD Ryzen™ 9 6900HX,AMD,8.0,16.0,"AMD Radeon™ Graphics, NVIDIA® GeForce RTX™ 3070 Ti",0.0,1.0,1.0,2.9,90.0,17.3,2560.0,1440.0,IPS,,0,0,0,1,,240.0,2.0,2.0,0,8.0,,4800.0,0.0,512.0,61990000.0
New Razer Blade Pro 17,Razer,Intel Core i7 9750H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.8,70.0,17.0,1920.0,1080.0,IPS,Matte,0,0,0,0,89.0,144.0,3.0,3.0,1,16.0,DDR4,2666.0,0.0,512.0,62990000.0
Alienware x17 R1,Dell,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.16,52.0,13.3,3840.0,2160.0,IPS,,1,0,0,0,,60.0,3.0,0.0,1,16.0,,4266.0,0.0,512.0,63990000.0
Dell Alienware M15 R6 (Chính hãng) (P109F001ABL),Dell,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD Graphics, GeForce RTX 3060",1.0,0.0,1.0,2.69,86.0,15.6,2560.0,1440.0,IPS,,0,0,0,0,,240.0,1.0,3.0,0,32.0,DDR4,3200.0,0.0,1024.0,64990000.0
MSI GS66 Stealth (Intel Gen 11) (210VN),MSI,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,2.1,100.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,300.0,2.0,3.0,1,32.0,DDR4,3200.0,0.0,2048.0,64990000.0
Dell XPS 17 9700,Dell,Intel Core i7 10875H,Intel,8.0,16.0,Intel UHD 630,1.0,0.0,0.0,2.51,86.0,17.0,1920.0,1200.0,IPS,Matte,0,0,0,0,100.0,60.0,4.0,0.0,1,16.0,DDR4,2933.0,0.0,512.0,64990000.0
ASUS Zenbook Pro 14 Duo OLED (UX8402ZE-M3074W),Asus,Intel Core i9-12900H,Intel,14.0,20.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.75,76.0,14.5,2880.0,1800.0,OLED,,1,0,0,0,100.0,120.0,2.0,1.0,1,32.0,LPDDR5,4800.0,0.0,1024.0,65990000.0
Dell Alienware M15 R6 (Chính hãng) (70262923),Dell,Intel Core i7-11800H,Intel,8.0,16.0,"Intel® Core™ UHD Graphics, GeForce RTX 3070",1.0,0.0,1.0,2.69,86.0,15.6,2560.0,1440.0,IPS,,0,0,0,0,,240.0,1.0,3.0,0,32.0,DDR4,3200.0,0.0,1024.0,66490000.0
Razer Blade 15 Advanced (Intel Gen 11) (RZ09-0409AED3-R3U1),Razer,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,1.99,65.0,15.6,2560.0,1440.0,IPS,Matte,1,0,0,0,,240.0,2.0,3.0,1,16.0,DDR4,3200.0,0.0,1024.0,66990000.0
Dell Alienware X14 (AlienwareX1401NS),Dell,Intel 12th,Intel,6.0,12.0,"Intel Iris Xe Graphics, Nvidia Geforce RTX3060",1.0,0.0,0.0,,,14.0,1920.0,1080.0,IPS,,0,0,0,0,100.0,144.0,2.0,2.0,0,,,,0.0,512.0,69990000.0
New Razer Blade 15 Advanced Edition,Razer,Intel Core i7 10850H,Intel,6.0,12.0,Intel UHD,1.0,0.0,0.0,2.14,80.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,300.0,2.0,3.0,1,16.0,DDR4,2933.0,0.0,512.0,69990000.0
Dell Precision 5570 (Intel Gen 12th),Dell,Intel Core i9-12900HK,Intel,14.0,20.0,"Intel® Iris® Xe Graphics, Nvidia RTX A2000",1.0,0.0,0.0,2.1,68.0,15.0,3840.0,2160.0,IPS,,1,0,0,1,100.0,60.0,4.0,0.0,1,64.0,,4800.0,0.0,4096.0,69990000.0
ASUS ProArt Studiobook 16 OLED (H7600ZM-L2079W),Asus,Intel  Core i9 12900H,Intel,14.0,20.0,NVIDIA GeForce RTX™ 3060,0.0,0.0,1.0,2.4,90.0,16.0,3840.0,2400.0,OLED,,0,0,0,0,,60.0,2.0,2.0,1,16.0,DDR5,,0.0,1024.0,69990000.0
Alienware x15 R2,Dell,Intel Core i7-12700H,Intel,14.0,20.0,NVIDIA® GeForce RTX™ 3060,0.0,0.0,1.0,2.35,87.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,360.0,1.0,1.0,1,16.0,,5200.0,0.0,1024.0,70000000.0
New Razer Blade 15 Advanced Edition (RZ09-0367BEC3-R3U1),Razer,Intel Core i7 10875H,Intel,8.0,16.0,Intel UHD 630,1.0,0.0,0.0,2.14,80.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,360.0,2.0,3.0,1,16.0,DDR4,2933.0,0.0,1024.0,74990000.0
ASUS ROG Zephyrus Duo 15 SE GX551 (GX551QR-HF080T),Asus,AMD Ryzen 9 5900HX,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,2.48,90.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,300.0,1.0,3.0,0,32.0,DDR4,3200.0,0.0,1024.0,74990000.0
MSI Raider GE66 2022 (12UGS-405VN),MSI,Intel Core i9 12900HK,Intel,14.0,20.0,NVIDIA GeForce RTX3070Ti 8GB GDDR6,0.0,0.0,1.0,2.66,99.99,15.6,2560.0,1440.0,IPS,,0,0,0,1,,240.0,2.0,3.0,1,32.0,DDR5,4800.0,0.0,1024.0,77990000.0
MSI GE66 Raider (Intel Gen 11) (211VN),MSI,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,2.38,100.0,15.6,2560.0,1440.0,IPS,Matte,1,0,0,0,,240.0,2.0,3.0,1,32.0,DDR4,3200.0,0.0,2048.0,77990000.0
MSI Raider GE67 HX 2022 (12UGS-NEW),MSI,Intel Core i9-12900HX,Intel,16.0,24.0,Nvidia Geforce RTX 3070Ti 8GB GDDR6,0.0,0.0,0.0,2.35,99.9,15.6,2560.0,1440.0,OLED,,0,0,0,0,,240.0,2.0,3.0,1,32.0,DDR5,4800.0,0.0,1024.0,79990000.0
Lenovo Legion 7 16ACHg6 (82N60039VN),Lenovo,AMD Ryzen 9 5900HX,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,2.5,80.0,16.0,2560.0,1600.0,IPS,Matte,1,0,0,0,,165.0,3.0,3.0,0,32.0,DDR4,3200.0,0.0,1024.0,79990000.0
ASUS ProArt Studiobook Pro 16 OLED (W7600Z3A-L2048W),Asus,Intel Core i9-12900H,Intel,14.0,,NVIDIA RTX A3000 12GB GDDR6,0.0,0.0,1.0,2.4,90.0,16.0,3840.0,2400.0,OLED,,0,0,0,1,,,2.0,2.0,1,32.0,DDR5,4800.0,0.0,1024.0,82990000.0
New Razer Blade 15 Advanced Edition (RZ09-0367CED3-R3U1),Razer,Intel Core i7 10875H,Intel,8.0,16.0,Intel UHD 630,1.0,0.0,0.0,2.14,80.0,15.0,2560.0,1440.0,IPS,Matte,0,0,0,0,100.0,240.0,2.0,3.0,1,32.0,DDR4,2933.0,0.0,1024.0,83990000.0
Dell Alienware Area 51m R2,Dell,Intel Core i7 10700K,Intel,8.0,16.0,Intel UHD 630,1.0,0.0,0.0,4.1,90.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,300.0,1.0,3.0,1,16.0,DDR4,3200.0,0.0,1000.0,84990000.0
MSI Raider GE77 HX 2022,MSI,Intel Core i9 12900HX,Intel,16.0,24.0,NVIDIA GeForce RTX 3070 Ti,0.0,0.0,1.0,2.9,99.9,17.3,2560.0,1440.0,IPS,,0,0,0,0,,240.0,2.0,3.0,1,32.0,DDR5,4800.0,0.0,2048.0,84990000.0
MSI Stealth GS77 2022 (12UH-075VN),MSI,Intel Core i9 12900H,Intel,14.0,20.0,NVIDIA® GeForce RTX™ 3080 Max-Q 8GB GDDR6,0.0,0.0,1.0,2.8,99.9,17.3,2560.0,1440.0,WVA,,0,0,0,1,,240.0,2.0,2.0,1,32.0,DDR5,4800.0,0.0,2048.0,89990000.0
MSI GE76 Raider (Intel Gen 11) (11UH-434VN),MSI,Intel Core i9 11980HK,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,2.9,100.0,17.3,3840.0,2160.0,IPS,Matte,1,0,0,0,,120.0,2.0,3.0,1,32.0,DDR4,3200.0,0.0,2048.0,109990000.0
ASUS ROG Zephyrus Duo 15 SE GX551 (GX551QS-HF103T),Asus,AMD Ryzen 9 5900HX,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,2.48,90.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,300.0,1.0,3.0,0,32.0,DDR4,3200.0,0.0,1024.0,110000000.0
ASUS ROG Strix SCAR 17 SE (G733CX-LL6789W),Asus,Intel Core i9 12900HX,Intel,16.0,24.0,NVIDIA GeForce RTX 3080Ti 16GB GDDR6,0.0,0.0,1.0,3.0,90.0,17.3,2560.0,1440.0,IPS,,0,0,0,1,,240.0,1.0,2.0,0,32.0,DDR5,4800.0,0.0,2048.0,110990000.0
Razer Blade 15 Advanced (Intel Gen 11) (RZ09-0409CEC3-R3U1),Razer,Intel Core i9 11900H,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,2.01,80.0,15.6,3840.0,2160.0,OLED,Glossy,1,0,0,0,,60.0,2.0,3.0,1,32.0,DDR4,3200.0,0.0,1024.0,114990000.0
MSI Stealth GS77 2022,MSI,Intel Core i9-12900H,Intel,16.0,24.0,Nvidia Geforce RTX 3080Ti 16GB GDDR6,0.0,0.0,0.0,2.8,99.9,17.3,3840.0,2160.0,IPS,,0,0,0,1,,120.0,2.0,2.0,1,32.0,DDR5,4800.0,0.0,2048.0,119990000.0
Razer Blade 15 2022,Razer,Intel Core i9 12900H,Intel,14.0,20.0,"Intel® Iris® Xe Graphics eligible, RTX30080Ti",1.0,0.0,0.0,2.01,80.0,15.6,3840.0,2160.0,IPS,,0,0,0,0,100.0,144.0,1.0,2.0,0,32.0,DDR5,4800.0,0.0,1024.0,129990000.0
Razer Blade 17 2022,Razer,Intel Core i9 12900H,Intel,14.0,20.0,"Intel Iris Xe Graphics, Nvidia Geforce RTX3080Ti",1.0,0.0,0.0,2.75,82.0,17.3,3840.0,2160.0,IPS,,0,0,0,0,100.0,144.0,2.0,3.0,1,32.0,,4800.0,0.0,1024.0,129990000.0
MSI Titan GT77 2022 (12UHS),MSI,Intel Core i9-12900HX Processor,Intel,16.0,24.0,NVIDIA GeForce RTX 3080 Ti Laptop GPU 16GB GDDR6,0.0,0.0,1.0,3.3,99.0,17.3,3840.0,2160.0,IPS,,0,0,0,1,,120.0,2.0,3.0,1,64.0,DDR5,4800.0,0.0,2048.0,139990000.0
